ID,cov.58S
C529.TCGA-EJ-7788-01A-11D-2114-08.1,733.245283019
C529.TCGA-EJ-8470-01A-11D-2395-08.2,1588.46540881
C529.TCGA-G9-6347-01A-11D-A31L-08.3,1319.77358491
C529.TCGA-G9-6361-01A-21D-1961-08.2,713.364779874
C529.TCGA-HC-7080-01A-11D-1961-08.2,822.823899371
C529.TCGA-HC-7211-01A-11D-2114-08.2,1221.50314465
C529.TCGA-HC-7740-01A-11D-2114-08.1,1437.50314465
C529.TCGA-HC-7744-01A-11D-2114-08.1,1113.25157233
C529.TCGA-HC-7748-01A-11D-2114-08.2,1286.3836478
C529.TCGA-HC-A632-01A-11D-A29Q-08.2,2295.75471698
C529.TCGA-HC-A6AQ-01A-11D-A30E-08.1,704.628930818
C529.TCGA-HC-A76X-01A-11D-A33T-08.1,843.578616352
C529.TCGA-J4-A83I-01A-11D-A364-08.1,856.798742138
C529.TCGA-J4-A83N-01A-11D-A34U-08.1,471.666666667
C529.TCGA-J9-A52C-01A-11D-A26M-08.4,688.559748428
C529.TCGA-KK-A59X-01A-11D-A29Q-08.2,1258.62893082
C529.TCGA-KK-A6E0-01A-11D-A30X-08.1,739.805031447
C529.TCGA-KK-A7AQ-01A-11D-A33T-08.1,1143.49056604
C529.TCGA-KK-A7B2-01A-12D-A32B-08.2,1242.05660377
C529.TCGA-KK-A8I4-01A-11D-A364-08.1,1264.67295597
C529.TCGA-KK-A8I6-01A-11D-A364-08.1,741.459119497
C529.TCGA-KK-A8IA-01A-11D-A364-08.2,624.911949686
C529.TCGA-KK-A8IH-01A-11D-A364-08.1,288.402515723
C529.TCGA-KK-A8II-01A-11D-A364-08.1,190.610062893
C529.TCGA-V1-A8MM-01A-11D-A377-08.1,415.245283019
C529.TCGA-V1-A8WS-01A-11D-A377-08.3,247.817610063
C529.TCGA-V1-A8WW-01A-11D-A377-08.1,253.748427673
C529.TCGA-VN-A88R-01A-11D-A364-08.1,239.27672956
C529.TCGA-VP-A876-01A-11D-A34U-08.2,540.245283019
C529.TCGA-VP-A879-01A-11D-A34U-08.1,1441.04402516
C529.TCGA-XK-AAJU-01A-11D-A41K-08.2,438.911949686
C529.TCGA-YL-A8S9-01A-11D-A377-08.1,388.924528302
C529.TCGA-YL-A8SB-01A-31D-A377-08.1,404.125786164
C529.TCGA-YL-A9WI-01A-11D-A377-08.1,162.830188679
C662.TCGA-44-6146-01A-21D-A27T-08.2,1504.78616352
C662.TCGA-44-6147-01A-21D-A27T-08.2,1716.88050314
C662.TCGA-44-6148-01A-11D-1753-08.4,146.635220126
C662.TCGA-50-5931-01A-11D-1753-08.4,102.295597484
C662.TCGA-50-5946-01A-11D-1753-08.4,236.754716981
C662.TCGA-50-6592-01A-11D-1753-08.4,321.786163522
C662.TCGA-55-6543-01A-11D-1753-08.4,344.182389937
C662.TCGA-75-5126-01A-01D-1753-08.4,188.459119497
C828.TCGA-BF-A1Q0-01A-21D-A19A-08.2,164.037735849
C828.TCGA-BF-A3DM-01A-11D-A20D-08.1,855.58490566
C828.TCGA-BF-A9VF-01A-11D-A372-08.2,764.34591195
C828.TCGA-BF-AAP8-01A-11D-A401-08.1,406.767295597
C828.TCGA-D3-A5GT-01A-12D-A30X-08.1,840.377358491
C828.TCGA-D9-A3Z4-01A-11D-A23B-08.1,581.220125786
C828.TCGA-EB-A24C-01A-11D-A197-08.2,304.088050314
C828.TCGA-EB-A3XE-01A-12D-A23B-08.1,947.012578616
C828.TCGA-EB-A3XF-01A-31D-A23B-08.1,1621.50943396
C828.TCGA-EB-A430-01A-11D-A24R-08.3,646.446540881
C828.TCGA-EB-A431-01A-11D-A25O-08.2,1104.73584906
C828.TCGA-EB-A44O-01A-11D-A25O-08.2,654.088050314
C828.TCGA-EB-A44O-01A-11D-A25O-08.3,683.106918239
C828.TCGA-EB-A4IS-01A-21D-A25O-08.3,589.540880503
C828.TCGA-EB-A4OY-01A-11D-A25O-08.2,667.220125786
C828.TCGA-EB-A4OY-01A-11D-A25O-08.3,694.761006289
C828.TCGA-EB-A551-01A-21D-A27K-08.3,839.257861635
C828.TCGA-EB-A6QY-01A-12D-A32N-08.3,2260.72327044
C828.TCGA-EB-A82C-01A-11D-A34U-08.1,1233.11949686
C828.TCGA-EB-A85J-01A-12D-A34U-08.1,595.044025157
C828.TCGA-ER-A194-01A-11D-A197-08.1,216.805031447
C828.TCGA-ER-A19T-01A-11D-A19A-08.3,604.691823899
C828.TCGA-ER-A2NB-01A-12D-A196-08.1,319.13836478
C828.TCGA-FR-A3R1-01A-11D-A23B-08.2,3767.13207547
C828.TCGA-FR-A728-01A-11D-A32N-08.3,1701.20125786
C828.TCGA-GF-A769-01A-32D-A32N-08.3,1967.55974843
C828.TCGA-GN-A269-01A-11D-A19A-08.1,562.647798742
C828.TCGA-GN-A269-01A-11D-A19A-08.2,563.088050314
C828.TCGA-GN-A4U5-01A-11D-A32N-08.3,2249.61006289
C828.TCGA-XV-AAZW-01A-12D-A401-08.1,337.534591195
cd32bd44e21d16ff5ac1cae774368ff8,2803.8490566
cf48323806a5515f0eff69a4af8893c6,536.062893082
d294375154b5e2554bb795980502c64e,1627.94968553
e58e58e0e927128a33224908df20d811,4218.41509434
e608ef703049b3e929b3947bde0c75ee,1952.27044025
f5db12575e685ca664acdd6e74f336ae,4982.68553459
f80f0641199eee19175f894acccc714f,329.572327044
fd1c560de2891779674753ce2dca2827,4994.00628931
TCGA-A8-A095-01A-11W-A019-09_IlluminaGA-DNASeq_exome,29.7358490566
TCGA-AN-A0AT-01A-11D-A045-09_IlluminaGA-DNASeq_exome,1009.71069182
TCGA-AR-A1AK-01A-21D-A12Q-09_IlluminaGA-DNASeq_exome,839.836477987
TCGA-B6-A0I8-01A-11W-A050-09_IlluminaGA-DNASeq_exome_1,35.3396226415
TCGA-C8-A1HM-01A-12D-A135-09_IlluminaGA-DNASeq_exome_1,1211.0754717
TCGA-E2-A15J-01A-11D-A12Q-09_IlluminaGA-DNASeq_exome,829.628930818
TCGA-E2-A15R-01A-11D-A10Y-09_IlluminaGA-DNASeq_exome,1915.74213836
